,aspd,attack_max,attack_min,base_exp,def_left,def_right,elem_air,elem_angin,elem_api,elem_ghost,elem_holy,elem_netral,elem_racun,elem_shadow,elem_tanah,elem_undead,element,hp,job_exp,level,mdef_left,mdef_right,move_speed,mvp_exp,name,param_100_hit,param_95_flee,param_agi,param_dex,param_int,param_luk,param_str,param_vit,race,range_attack,range_chase,range_sight,size,url
861,1.21,787,642,4000,86,100,100,100,100,75,125,100,50,0,100,0,Darkness 1,9000,3000,71,20,170,7.14,0,Hellhound (1866/Hellhound/HELL_POODLE),337,383,56,77,82,54,114,59,Demon,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1866-HELL_POODLE
862,1.03,902,767,3000,93,90,100,100,100,175,100,0,50,100,100,100,Ghost 3,10080,2600,60,40,145,6.67,0,Flame Skull (1869/Flame Skull/FLAME_SKULL),363,394,90,99,70,65,111,60,Demon,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1869-FLAME_SKULL
863,1.48,1127,724,0,73,108,75,75,75,50,150,100,25,-25,75,0,Darkness 2,35111,0,81,96,224,6.67,0,Banshee (1868/Banshee/G_BANSHEE),366,414,71,98,123,72,97,55,Demon,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1868-G_BANSHEE
864,0.55,1112,706,45000,84,126,150,100,200,175,200,100,-100,-100,50,0,Undead 4,98000,35000,88,73,226,6.67,0,Necromancer (1870/Necromancer/NECROMANCER),348,414,54,91,116,30,108,77,Undead,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1870-NECROMANCER
865,2.31,795,643,0,98,92,60,-50,100,25,75,100,75,75,200,25,Angin 4,500000,0,66,55,137,10.0,0,Hell Fly (1872/Hell Fly/BEELZEBUB_FLY),372,390,90,89,55,80,99,52,Angel,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1872-BEELZEBUB_FLY
866,10.0,5600,3500,0,288,198,100,100,100,200,100,0,25,100,100,100,Ghost 4,6666666,0,98,265,347,10.0,0,Beelzebub (1873/Beelzebub/BEELZEBUB),546,537,235,204,225,66,155,200,Demon,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1873-BEELZEBUB
867,0.55,1626,1366,1,25,85,150,100,200,175,200,100,-100,-100,50,0,Undead 4,43000,1,80,30,169,5.71,0,Tristan III (1875/Tristan III/TRISTAN_3RD),290,385,10,70,69,1,5,10,Undead,2,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1875-TRISTAN_3RD
868,4.72,8150,4200,6666666,418,198,100,100,100,200,100,0,25,100,100,100,Ghost 4,6666666,6666666,98,265,372,10.0,3333333,Beelzebub (1874/Beelzebub/BEELZEBUB_),547,551,236,218,250,66,178,200,Demon,2,10,12,Besar,https://db.idrowiki.org/klasik/monster/1874-BEELZEBUB_
869,2.31,4496,2860,1111111,274,127,75,75,75,50,150,100,25,-25,75,0,Darkness 2,3333333,1111111,80,182,326,6.67,555555,Falling Bishop (1871/Falling Bishop/FALLINGBISHOP),462,497,165,182,226,86,186,95,Demon,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1871-FALLINGBISHOP
870,0.69,4232,3430,131343,75,159,50,50,50,25,175,100,0,-50,50,0,Darkness 3,99000000,43345,99,73,292,5.56,0,Lord of the Dead (1876/Lord of the Dead/E_LORD_OF_DEATH),440,484,120,150,169,106,120,120,Demon,3,10,12,Besar,https://db.idrowiki.org/klasik/monster/1876-E_LORD_OF_DEATH
871,1.0,0,0,0,160,1,100,100,100,70,100,100,100,100,100,100,Netral 1,15,0,1,99,2,5.26,0,Crystal (1877/Crystal/CRYSTAL_5),202,1235,1,999,1,1,1,1,Formless,0,0,0,Kecil,https://db.idrowiki.org/klasik/monster/1877-CRYSTAL_5
872,1000.0,2,1,0,100,1,75,75,75,75,0,100,75,125,75,100,Holy 1,20,0,1,99,1,0.5,0,Mystic Plant (1878/Mystic Plant/E_SHINING_PLANT),219,236,0,0,0,90,0,0,Plant,1,7,12,Kecil,https://db.idrowiki.org/klasik/monster/1878-E_SHINING_PLANT
873,0.43,208,193,2201,144,70,100,70,200,50,100,100,100,100,-25,50,Tanah 3,6982,1552,42,12,67,3.12,0,Leshij (1880/Leshij/WOOD_GOBLIN),266,333,19,56,15,25,73,56,Plant,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1880-WOOD_GOBLIN
874,0.69,26,20,0,0,9,100,100,100,0,100,100,100,100,100,100,Netral 3,1800,0,6,40,7,5.0,0,Eclipse (1879/Eclipse/ECLIPSE_P),258,252,36,11,0,80,1,6,Beast,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1879-ECLIPSE_P
875,0.78,2,1,0,64,90,100,100,100,70,100,100,100,100,100,100,Netral 1,120000,0,90,50,113,3.33,0,Guardian Stone (1907/Guardian Stone/S_EMPEL_1),291,326,1,1,1,1,1,1,Formless,0,0,0,Kecil,https://db.idrowiki.org/klasik/monster/1907-S_EMPEL_1
876,0.78,2,1,0,64,90,100,100,100,70,100,100,100,100,100,100,Netral 1,120000,0,90,50,113,3.33,0,Guardian Stone (1908/Guardian Stone/S_EMPEL_2),291,326,1,1,1,1,1,1,Formless,0,0,0,Kecil,https://db.idrowiki.org/klasik/monster/1908-S_EMPEL_2
877,0.58,300,270,1521,123,56,100,60,200,25,75,100,75,75,-50,25,Tanah 4,3080,912,39,30,73,4.35,0,Lesavka (1881/Lesavka/LES),265,326,20,52,25,30,63,35,Plant,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1881-LES
878,0.78,2,1,0,160,90,100,100,100,70,100,100,100,100,100,100,Netral 1,250,0,90,99,113,3.33,0,Food Storage (1909/Food Storage/OBJ_A),291,326,1,1,1,1,1,1,Formless,0,0,0,Besar,https://db.idrowiki.org/klasik/monster/1909-OBJ_A
879,0.78,2,1,0,160,90,100,100,100,70,100,100,100,100,100,100,Netral 1,150,0,90,99,113,3.33,0,Neutrality Flag (1911/Neutrality Flag/OBJ_NEUTRAL),291,326,1,1,1,1,1,1,Formless,0,0,0,Besar,https://db.idrowiki.org/klasik/monster/1911-OBJ_NEUTRAL
880,0.78,2,1,0,160,90,100,100,100,70,100,100,100,100,100,100,Netral 1,250,0,90,99,113,3.33,0,Food Depot (1910/Food Depot/OBJ_B),291,326,1,1,1,1,1,1,Formless,0,0,0,Besar,https://db.idrowiki.org/klasik/monster/1910-OBJ_B
881,0.78,2,1,0,160,90,100,100,100,70,100,100,100,100,100,100,Netral 1,150,0,90,99,113,3.33,0,Lion Flag (1912/Lion Flag/OBJ_FLAG_A),291,326,1,1,1,1,1,1,Formless,0,0,0,Besar,https://db.idrowiki.org/klasik/monster/1912-OBJ_FLAG_A
882,0.78,2,1,0,160,90,100,100,100,70,100,100,100,100,100,100,Netral 1,250,0,90,99,113,3.33,0,Blue Crystal (1914/Blue Crystal/OBJ_A2),291,326,1,1,1,1,1,1,Formless,0,0,0,Besar,https://db.idrowiki.org/klasik/monster/1914-OBJ_A2
883,0.78,2,1,0,160,90,100,100,100,70,100,100,100,100,100,100,Netral 1,250,0,90,99,113,3.33,0,Pink Crystal (1915/Pink Crystal/OBJ_B2),291,326,1,1,1,1,1,1,Formless,0,0,0,Besar,https://db.idrowiki.org/klasik/monster/1915-OBJ_B2
884,3.21,5900,3020,3600000,425,199,25,25,25,0,200,100,-25,-100,25,0,Darkness 4,8388607,3000000,99,65,368,10.0,1800000,Wounded Morroc (1917/Wounded Morroc/MOROCC_),501,514,185,180,245,89,165,200,Demon,2,10,12,Besar,https://db.idrowiki.org/klasik/monster/1917-MOROCC_
885,3.21,6200,3560,6700000,400,189,25,25,25,0,200,100,-25,-100,25,0,Darkness 4,8388607,4500000,99,65,348,10.0,0,Satan Morroc (1916/Satan Morroc/MOROCC),498,514,182,180,225,89,165,180,Demon,2,10,12,Besar,https://db.idrowiki.org/klasik/monster/1916-MOROCC
886,1.74,1242,1083,65000,92,132,50,50,50,25,175,100,0,-50,50,0,Darkness 3,190000,120000,97,5,186,6.67,0,Incarnation of Morroc (1919/Incarnation of Morroc/MOROCC_2),391,407,86,75,65,44,121,71,Demon,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1919-MOROCC_2
887,1.74,1412,1267,61000,199,128,100,100,100,75,125,100,50,0,100,0,Darkness 1,190000,140000,97,35,182,9.09,0,Incarnation of Morroc (1918/Incarnation of Morroc/MOROCC_1),395,408,91,76,61,37,126,63,Angel,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/1918-MOROCC_1
888,0.78,2,1,0,160,90,100,100,100,70,100,100,100,100,100,100,Netral 1,150,0,90,99,113,3.33,0,Eagle Flag (1913/Eagle Flag/OBJ_FLAG_B),291,326,1,1,1,1,1,1,Formless,0,0,0,Besar,https://db.idrowiki.org/klasik/monster/1913-OBJ_FLAG_B
889,0.65,1422,823,51000,109,129,100,100,100,175,100,0,50,100,100,100,Ghost 3,150000,70000,98,54,219,6.67,0,Incarnation of Morroc (1921/Incarnation of Morroc/MOROCC_4),394,442,88,109,97,43,114,62,Demon,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1921-MOROCC_4
890,3.21,1242,1083,0,92,132,50,50,50,25,175,100,0,-50,50,0,Darkness 3,1200000,0,97,5,186,6.67,0,Shadow of Morroc (1923/Shadow of Morroc/G_MOROCC_2),391,407,86,75,65,44,121,71,Demon,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1923-G_MOROCC_2
891,4.72,1175,812,0,111,123,125,100,175,150,200,100,-75,-75,100,0,Undead 3,1200000,0,96,37,202,6.67,0,Shadow of Morroc (1924/Shadow of Morroc/G_MOROCC_3),365,429,59,98,82,54,102,55,Demon,2,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1924-G_MOROCC_3
892,4.72,1175,812,50000,111,123,125,100,175,150,200,100,-75,-75,100,0,Undead 3,143000,80000,96,37,202,6.67,0,Incarnation of Morroc (1920/Incarnation of Morroc/MOROCC_3),365,429,59,98,82,54,102,55,Demon,2,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1920-MOROCC_3
893,3.21,1412,1267,0,199,128,100,100,100,75,125,100,50,0,100,0,Darkness 1,1200000,0,97,35,182,9.09,0,Shadow of Morroc (1922/Shadow of Morroc/G_MOROCC_1),395,408,91,76,61,37,126,63,Angel,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/1922-G_MOROCC_1
894,0.65,1422,823,0,109,129,100,100,100,175,100,0,50,100,100,100,Ghost 3,1200000,0,98,54,219,6.67,0,Shadow of Morroc (1925/Shadow of Morroc/G_MOROCC_4),394,442,88,109,97,43,114,62,Demon,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1925-G_MOROCC_4
895,1.02,10,5,0,10,66,100,100,100,75,125,100,50,0,100,0,Darkness 1,500,0,46,25,112,6.67,0,Deviruchi (1928/Deviruchi/DEVIRUCHI_H),321,351,69,70,55,30,1,40,Demon,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1928-DEVIRUCHI_H
896,0.85,2,1,0,1,38,175,100,0,75,100,100,125,100,80,75,Api 2,300,0,38,1,48,5.0,0,Jakk (1926/Jakk/JAKK_H),239,274,1,1,1,1,1,1,Formless,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1926-JAKK_H
897,0.51,2,1,0,1,34,100,100,100,175,100,0,50,100,100,100,Ghost 3,100,0,34,1,43,6.67,0,Whisper (1927/Whisper/WHISPER_H),235,270,1,1,1,1,1,1,Demon,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1927-WHISPER_H
898,1.3,6500,4200,4520000,190,100,50,50,50,25,175,100,0,-50,50,0,Darkness 3,4520000,2520000,98,45,207,10.0,0,Unsealed Baphomet (1929/Unsealed Baphomet/BAPHOMET_I),469,533,152,200,85,95,140,5,Demon,2,10,12,Besar,https://db.idrowiki.org/klasik/monster/1929-BAPHOMET_I
899,2.31,2700,1500,0,56,92,100,100,100,70,100,100,100,100,100,100,Netral 1,3000000,0,90,35,211,10.0,0,Piamette (1930/Piamette/PIAMETTE),359,445,66,120,99,15,1,5,Demi-Human,2,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1930-PIAMETTE
900,1.3,2,1,0,160,80,100,80,175,75,100,100,125,100,0,75,Tanah 2,100,0,80,99,101,10.0,0,Garden Keeper (1932/Garden Keeper/GARDEN_KEEPER),281,316,1,1,1,1,1,1,Formless,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1932-GARDEN_KEEPER
901,1.74,9800,6500,0,40,113,100,100,100,125,100,70,100,100,100,100,Ghost 1,3567200,0,98,42,242,10.0,0,Wish Maiden (1931/Wish Maiden/WISH_MAIDEN),460,553,120,220,120,210,100,30,Angel,3,10,12,Besar,https://db.idrowiki.org/klasik/monster/1931-WISH_MAIDEN
902,2.31,2609,1666,0,88,109,100,100,100,0,100,100,100,100,100,100,Netral 4,300000,0,81,55,227,10.0,0,Garden Watcher (1933/Garden Watcher/GARDEN_WATCHER),360,444,57,128,126,114,30,56,Angel,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1933-GARDEN_WATCHER
903,1.3,2,1,0,160,98,100,90,150,100,100,100,125,100,25,100,Tanah 1,10000,0,98,99,123,10.0,0,Red Flower (1935/Red Flower/RED_FLOWER),299,334,1,1,1,1,1,1,Plant,0,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1935-RED_FLOWER
904,1.3,2,1,0,160,98,100,90,150,100,100,100,125,100,25,100,Tanah 1,10000,0,98,99,123,10.0,0,Blue Flower (1934/Blue Flower/BLUE_FLOWER),299,334,1,1,1,1,1,1,Plant,0,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1934-BLUE_FLOWER
905,1.39,804,660,0,92,86,50,50,50,25,175,100,0,-50,50,0,Darkness 3,10000,0,55,82,125,6.67,0,Constant (1937/Constant/CONSTANT_),359,381,98,91,57,34,126,62,Formless,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1937-CONSTANT_
906,1.3,2,1,0,160,98,100,90,150,100,100,100,125,100,25,100,Tanah 1,10000,0,98,99,123,10.0,0,Yellow Flower (1936/Yellow Flower/YELL_FLOWER),299,334,1,1,1,1,1,1,Plant,0,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1936-YELL_FLOWER
907,1.0,0,0,0,0,99,100,100,100,70,100,100,100,100,100,100,Netral 1,0,0,99,0,123,1.0,0,Treasure Chest (1938/Treasure Chest/TREASURE_BOX41),299,1333,0,999,0,0,0,0,Formless,0,0,0,Kecil,https://db.idrowiki.org/klasik/monster/1938-TREASURE_BOX41
908,1.0,0,0,0,0,99,100,100,100,70,100,100,100,100,100,100,Netral 1,0,0,99,0,123,1.0,0,Treasure Chest (1939/Treasure Chest/TREASURE_BOX42),299,1333,0,999,0,0,0,0,Formless,0,0,0,Kecil,https://db.idrowiki.org/klasik/monster/1939-TREASURE_BOX42
909,1.0,0,0,0,0,99,100,100,100,70,100,100,100,100,100,100,Netral 1,0,0,99,0,123,1.0,0,Treasure Chest (1942/Treasure Chest/TREASURE_BOX45),299,1333,0,999,0,0,0,0,Formless,0,0,0,Kecil,https://db.idrowiki.org/klasik/monster/1942-TREASURE_BOX45
910,1.0,0,0,0,0,99,100,100,100,70,100,100,100,100,100,100,Netral 1,0,0,99,0,123,1.0,0,Treasure Chest (1941/Treasure Chest/TREASURE_BOX44),299,1333,0,999,0,0,0,0,Formless,0,0,0,Kecil,https://db.idrowiki.org/klasik/monster/1941-TREASURE_BOX44
911,1.0,0,0,0,0,99,100,100,100,70,100,100,100,100,100,100,Netral 1,0,0,99,0,123,1.0,0,Treasure Chest (1943/Treasure Chest/TREASURE_BOX46),299,1333,0,999,0,0,0,0,Formless,0,0,0,Kecil,https://db.idrowiki.org/klasik/monster/1943-TREASURE_BOX46
912,1.0,0,0,0,0,99,100,100,100,70,100,100,100,100,100,100,Netral 1,0,0,99,0,123,1.0,0,Treasure Chest (1940/Treasure Chest/TREASURE_BOX43),299,1333,0,999,0,0,0,0,Formless,0,0,0,Kecil,https://db.idrowiki.org/klasik/monster/1940-TREASURE_BOX43
913,1.0,0,0,0,0,99,100,100,100,70,100,100,100,100,100,100,Netral 1,0,0,99,0,123,1.0,0,Treasure Chest (1944/Treasure Chest/TREASURE_BOX47),299,1333,0,999,0,0,0,0,Formless,0,0,0,Kecil,https://db.idrowiki.org/klasik/monster/1944-TREASURE_BOX47
914,1.0,0,0,0,0,99,100,100,100,70,100,100,100,100,100,100,Netral 1,0,0,99,0,123,1.0,0,Treasure Chest (1945/Treasure Chest/TREASURE_BOX48),299,1333,0,999,0,0,0,0,Formless,0,0,0,Kecil,https://db.idrowiki.org/klasik/monster/1945-TREASURE_BOX48
915,7.14,9140,7590,0,96,88,100,100,100,0,100,100,100,100,100,100,Netral 4,457599,0,86,33,172,5.88,0,Camp Guardian (1949/Camp Guardian/B_S_GUARDIAN),339,446,40,125,65,65,110,5,Demi-Human,2,14,16,Besar,https://db.idrowiki.org/klasik/monster/1949-B_S_GUARDIAN
916,1.74,1018,790,0,124,101,175,100,0,75,100,100,125,100,80,75,Api 2,11200,0,58,8,141,6.9,0,Egnigem Cenia (1948/Egnigem Cenia/G_YGNIZEM),363,392,92,99,69,68,144,86,Demi-Human,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1948-G_YGNIZEM
917,1.0,0,0,0,0,99,100,100,100,70,100,100,100,100,100,100,Netral 1,0,0,99,0,123,1.0,0,Treasure Chest (1946/Treasure Chest/TREASURE_BOX49),299,1333,0,999,0,0,0,0,Formless,0,0,0,Kecil,https://db.idrowiki.org/klasik/monster/1946-TREASURE_BOX49
918,13.16,2520,1840,0,64,82,100,100,100,0,100,100,100,100,100,100,Netral 4,241212,0,80,62,190,5.88,0,Camp Guardian (1950/Camp Guardian/B_B_GUARDIAN),371,480,80,165,90,55,95,5,Demi-Human,12,14,16,Besar,https://db.idrowiki.org/klasik/monster/1950-B_B_GUARDIAN
919,2.31,2700,1500,0,56,92,100,100,100,70,100,100,100,100,100,100,Netral 1,500000,0,90,35,211,10.0,0,Piamette (1947/Piamette/PIAMETTE_),359,445,66,120,99,15,1,5,Demi-Human,2,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1947-PIAMETTE_
920,1.0,0,0,0,160,1,100,100,100,70,100,100,100,100,100,100,Netral 1,15,0,1,99,2,5.26,0,Crystal (1951/Crystal/CRYSTAL_6),202,1235,1,999,1,1,1,1,Formless,0,0,0,Kecil,https://db.idrowiki.org/klasik/monster/1951-CRYSTAL_6
921,1.0,0,0,0,160,1,100,100,100,70,100,100,100,100,100,100,Netral 1,15,0,1,99,2,5.26,0,Crystal (1952/Crystal/CRYSTAL_7),202,1235,1,999,1,1,1,1,Formless,0,0,0,Kecil,https://db.idrowiki.org/klasik/monster/1952-CRYSTAL_7
922,1.0,0,0,0,0,99,100,100,100,70,100,100,100,100,100,100,Netral 1,0,0,99,0,123,1.0,0,Treasure Chest (1955/Treasure Chest/TREASURE_BOX_I),299,1333,0,999,0,0,0,0,Formless,0,0,0,Kecil,https://db.idrowiki.org/klasik/monster/1955-TREASURE_BOX_I
923,1.0,0,0,0,160,1,100,100,100,70,100,100,100,100,100,100,Netral 1,15,0,1,99,2,5.26,0,Crystal (1954/Crystal/CRYSTAL_9),202,1235,1,999,1,1,1,1,Formless,0,0,0,Kecil,https://db.idrowiki.org/klasik/monster/1954-CRYSTAL_9
924,7.14,8000,4400,2700000,171,110,25,25,25,0,200,100,-25,-100,25,0,Darkness 4,5400000,1350000,90,66,272,1.0,0,Entweihen Crothen (1957/Entweihen Crothen/ENTWEIHEN),366,515,70,190,160,30,90,40,Demon,12,14,16,Sedang,https://db.idrowiki.org/klasik/monster/1957-ENTWEIHEN
925,13.16,8600,5400,4000000,410,139,100,100,100,200,100,0,25,100,100,100,Ghost 4,8000000,2000000,99,40,343,10.0,0,Naght Sieger (1956/Naght Sieger/NAGHT_SIEGER),365,598,60,264,220,30,190,80,Demon,2,16,16,Besar,https://db.idrowiki.org/klasik/monster/1956-NAGHT_SIEGER
926,2.31,4720,4040,0,71,105,25,25,25,0,200,100,-25,-100,25,0,Darkness 4,5400000,0,89,66,291,1.0,0,Thorny Skeleton (1958/Thorny Skeleton/G_ENTWEIHEN_R),330,449,35,125,180,30,1,33,Demon,12,14,16,Kecil,https://db.idrowiki.org/klasik/monster/1958-G_ENTWEIHEN_R
927,1.0,0,0,0,160,1,100,100,100,70,100,100,100,100,100,100,Netral 1,15,0,1,99,2,5.26,0,Crystal (1953/Crystal/CRYSTAL_8),202,1235,1,999,1,1,1,1,Formless,0,0,0,Kecil,https://db.idrowiki.org/klasik/monster/1953-CRYSTAL_8
928,0.35,2720,2040,0,71,105,100,100,100,200,100,0,25,100,100,100,Ghost 4,350000,0,89,66,291,1.0,0,Thorn of Recovery (1959/Thorn of Recovery/G_ENTWEIHEN_H),330,449,35,125,180,30,1,33,Demon,12,14,16,Kecil,https://db.idrowiki.org/klasik/monster/1959-G_ENTWEIHEN_H
929,0.98,2720,2040,0,71,105,25,25,25,0,200,100,-25,-100,25,0,Darkness 4,5400000,0,89,66,291,1.0,0,Thorn of Magic (1960/Thorn of Magic/G_ENTWEIHEN_M),330,449,35,125,180,30,1,33,Demon,12,14,16,Kecil,https://db.idrowiki.org/klasik/monster/1960-G_ENTWEIHEN_M
930,0.35,2720,2040,0,71,105,25,25,25,0,200,100,-25,-100,25,0,Darkness 4,5400000,0,89,66,291,1.0,0,Thorn of Purification (1961/Thorn of Purification/G_ENTWEIHEN_S),330,449,35,125,180,30,1,33,Demon,12,14,16,Kecil,https://db.idrowiki.org/klasik/monster/1961-G_ENTWEIHEN_S
931,0.58,1050,460,2396,8,70,100,100,100,50,100,100,100,100,100,100,Netral 2,23900,993,49,15,91,5.88,0,New Year Doll (1963/New Year Doll/P_CHUNG_E),317,374,65,90,30,15,38,43,Demi-Human,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1963-P_CHUNG_E
932,1.39,20,13,0,160,10,100,100,100,70,100,100,100,100,100,100,Netral 1,15,0,10,99,62,10.0,0,Christmas Thief (1962/Christmas Thief/ANTONIO_),231,345,1,100,50,100,1,1,Demi-Human,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1962-ANTONIO_
933,0.55,200,100,512,0,30,100,100,100,175,100,0,50,100,100,100,Ghost 3,2000,387,30,40,38,6.67,0,Nightmare (1964/Nightmare/NIGHTMARE_T),330,365,100,100,1,1,1,1,Beast,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/1964-NIGHTMARE_T
934,1.04,145,100,0,0,45,90,25,100,100,100,100,125,100,150,100,Angin 1,4000,0,38,15,82,10.0,0,Wild Rose (1965/Wild Rose/M_WILD_ROSE),339,338,85,65,35,80,0,15,Beast,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1965-M_WILD_ROSE
935,0.53,1250,200,6160,8,70,-25,200,70,50,100,100,50,100,100,50,Air 3,11990,4196,48,50,152,6.67,0,Strouf (1968/Strouf/E_STROUF),301,326,40,43,92,65,1,45,Fish,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/1968-E_STROUF
936,0.79,280,220,1976,8,54,0,175,80,75,100,100,75,100,100,75,Air 2,6900,1250,36,10,65,6.67,0,Marc (1969/Marc/E_MARC),278,327,36,56,20,30,1,36,Fish,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1969-E_MARC
937,3.33,250,200,0,30,87,50,50,50,25,175,100,0,-50,50,0,Darkness 3,7800,0,72,20,125,10.0,0,Doppelganger (1966/Doppelganger/M_DOPPELGANGER),323,372,38,65,35,65,0,30,Demon,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1966-M_DOPPELGANGER
938,3.33,250,200,0,30,94,175,100,0,75,100,100,125,100,80,75,Api 2,7800,0,79,20,133,10.0,0,Egnigem Cenia (1967/Egnigem Cenia/M_YGNIZEM),330,379,38,65,35,65,0,30,Demi-Human,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1967-M_YGNIZEM
939,0.61,85,74,270,32,27,25,175,90,100,100,100,100,100,100,100,Air 1,1017,170,19,0,33,3.33,0,Vadon (1971/Vadon/E_VADON),241,290,19,36,10,15,1,16,Fish,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1971-E_VADON
940,0.53,165,141,1288,0,46,0,175,80,75,100,100,75,100,100,75,Air 2,3952,814,31,40,93,5.0,0,Obeune (1970/Obeune/E_OBEAUNE),279,340,31,74,55,85,1,31,Fish,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1970-E_OBEAUNE
941,0.44,106,84,436,0,31,0,175,80,75,100,100,75,100,100,75,Air 2,2087,280,21,5,26,2.5,0,Marina (1972/Marina/E_MARINA),244,292,21,36,0,10,1,21,Plant,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1972-E_MARINA
942,0.53,10,7,2,0,1,25,175,90,100,100,100,100,100,100,100,Air 1,50,1,1,5,1,2.5,0,Poring (1973/Poring/E_PORING),208,242,1,6,0,30,1,1,Plant,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1973-E_PORING
943,1.72,780,650,27213,106,117,100,100,100,0,100,100,100,100,100,100,Netral 3,43699,16300,82,92,163,5.56,0,Zakudam (1979/Zakudam/ZAKUDAM),359,383,66,66,61,55,122,70,Demi-Human,3,10,12,Besar,https://db.idrowiki.org/klasik/monster/1979-ZAKUDAM
944,1.48,897,599,30000,87,108,75,75,75,50,150,100,25,-25,75,0,Darkness 2,47222,24000,84,94,227,6.67,0,Banshee Master (1974/Banshee Master/BANSHEE_MASTER),350,379,58,60,122,44,121,48,Demon,2,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1974-BANSHEE_MASTER
945,2.98,559,471,9000,73,91,80,0,100,75,100,100,125,100,175,75,Angin 2,24150,11400,70,62,156,5.26,0,Beholder Master (1975/Beholder Master/BEHOLDER_MASTER),343,374,67,69,69,32,103,42,Formless,6,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1975-BEHOLDER_MASTER
946,0.54,902,780,46666,155,126,100,100,100,0,100,100,100,100,100,100,Netral 3,65433,32000,86,43,155,4.0,0,Hell Vesper (1978/Hell Vesper/HELL_APOCALIPS),355,410,62,89,48,37,135,80,Formless,2,10,12,Besar,https://db.idrowiki.org/klasik/monster/1978-HELL_APOCALIPS
947,1.54,737,645,12332,113,104,100,100,100,50,100,100,100,100,100,100,Netral 2,29665,10379,72,44,147,5.0,0,Cobalt Mineral (1976/Cobalt Mineral/COBALT_MINERAL),335,402,55,95,57,41,110,65,Formless,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1976-COBALT_MINERAL
948,2.6,784,672,9320,134,116,100,100,100,70,100,100,100,100,100,100,Netral 1,28433,8831,73,65,149,5.0,0,Heavy Metaling (1977/Heavy Metaling/HEAVY_METALING),343,364,63,56,58,38,105,86,Formless,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1977-HEAVY_METALING
949,1.04,1400,1180,100000,22,97,100,90,150,100,100,100,125,100,25,100,Tanah 1,1176000,100000,85,10,146,10.0,50000,Kublin (1980/Kublin/KUBLIN),370,375,81,55,40,20,85,25,Demi-Human,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1980-KUBLIN
950,0.67,639,489,3618,101,108,175,100,0,75,100,100,125,100,80,75,Api 2,111111,1639,88,45,141,6.67,0,Orc Elite Guard (1981/Orc Elite Guard/I_HIGH_ORC),308,392,16,69,31,20,75,40,Demi-Human,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/1981-I_HIGH_ORC
